PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,SOC_CODE,TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN
OH,0,Cross-industry,cross-industry,1235,31-9091.00,Dental Assistants,detailed,10620,3.7,2.042,0.83,20.89,43440,18.77,39040
OH,0,Cross-industry,cross-industry,1235,31-9092.00,Medical Assistants,detailed,25040,3.7,4.815,0.93,16.99,35330,17.69,36800
OH,0,Cross-industry,cross-industry,1235,31-9093.00,Medical Equipment Preparers,detailed,2850,8.3,0.548,1.26,18.19,37840,18,37440
OH,0,Cross-industry,cross-industry,1235,31-9094.00,Medical Transcriptionists,detailed,1290,9.7,0.247,0.62,14.13,29390,11.59,24100
OH,0,Cross-industry,cross-industry,1235,31-9095.00,Pharmacy Aides,detailed,1120,9.9,0.214,0.69,14.78,30750,14.07,29270
OH,0,Cross-industry,cross-industry,1235,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,detailed,3170,10.4,0.61,0.87,14.14,29420,14.22,29590
OH,0,Cross-industry,cross-industry,1235,31-9097.00,Phlebotomists,detailed,5310,5.9,1.022,1.08,17.2,35770,17.59,36590
OH,0,Cross-industry,cross-industry,1235,31-9099.00,"Healthcare Support Workers, All Other",detailed,1260,6.6,0.243,0.32,19.01,39550,18.11,37660
OH,0,Cross-industry,cross-industry,1235,33-0000.00,Protective Service Occupations,major,113440,1.4,21.81,0.91,24.41,50760,22.81,47440
OH,0,Cross-industry,cross-industry,1235,33-1011.00,First-Line Supervisors of Correctional Officers,detailed,590,2.6,0.113,0.29,33.79,70270,36.89,76730
OH,0,Cross-industry,cross-industry,1235,33-1012.00,First-Line Supervisors of Police and Detectives,detailed,3810,4.5,0.733,0.81,42.66,88730,45.15,93920
OH,0,Cross-industry,cross-industry,1235,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,detailed,2670,7.6,0.514,0.9,38.33,79730,37.42,77840
OH,0,Cross-industry,cross-industry,1235,33-1091.00,First-Line Supervisors of Security Workers,detailed,1430,11.4,0.274,0.7,25.76,53580,23.62,49120
OH,0,Cross-industry,cross-industry,1235,33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",detailed,660,7,0.127,0.75,27.88,57980,28.43,59130
OH,0,Cross-industry,cross-industry,1235,33-2011.00,Firefighters,detailed,19350,5.4,3.72,1.65,25.26,52530,24.37,50690
OH,0,Cross-industry,cross-industry,1235,33-2021.00,Fire Inspectors and Investigators,detailed,620,4.5,0.119,1.15,40.13,83470,46.78,97300
OH,0,Cross-industry,cross-industry,1235,33-3011.00,Bailiffs,detailed,1710,1.7,0.329,2.83,23.37,48600,22.58,46970
OH,0,Cross-industry,cross-industry,1235,33-3012.00,Correctional Officers and Jailers,detailed,13060,0.8,2.511,0.9,23.13,48120,23.04,47920
OH,0,Cross-industry,cross-industry,1235,33-3021.00,Detectives and Criminal Investigators,detailed,2150,1.9,0.413,0.54,39.82,82830,37.3,77580
OH,0,Cross-industry,cross-industry,1235,33-3031.00,Fish and Game Wardens,detailed,150,0.5,0.029,0.61,34.41,71580,37.3,77580
OH,0,Cross-industry,cross-industry,1235,33-3041.00,Parking Enforcement Workers,detailed,120,9.3,0.022,0.42,20.52,42680,22.58,46970
OH,0,Cross-industry,cross-industry,1235,33-3051.00,Police and Sheriff's Patrol Officers,detailed,24640,2,4.737,1,32.27,67110,31.06,64610
OH,0,Cross-industry,cross-industry,1235,33-9011.00,Animal Control Workers,detailed,300,8.5,0.059,0.71,18.09,37620,17.6,36610
OH,0,Cross-industry,cross-industry,1235,33-9021.00,Private Detectives and Investigators,detailed,1690,17.4,0.324,1.58,24.28,50510,23.45,48770
OH,0,Cross-industry,cross-industry,1235,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,detailed,230,5.3,0.045,0.69,26.99,56130,21.91,45570
OH,0,Cross-industry,cross-industry,1235,33-9032.00,Security Guards,detailed,29560,2.3,5.683,0.76,15.88,33030,13.98,29080
OH,0,Cross-industry,cross-industry,1235,33-9091.00,Crossing Guards and Flaggers,detailed,2760,14.3,0.531,0.9,14.79,30750,13.92,28950
OH,0,Cross-industry,cross-industry,1235,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,4870,7.5,0.936,1.15,11.04,22970,10.72,22300
OH,0,Cross-industry,cross-industry,1235,33-9093.00,Transportation Security Screeners,detailed,700,0.2,0.134,0.39,21.82,45380,21.65,45030
OH,0,Cross-industry,cross-industry,1235,33-9094.00,School Bus Monitors,detailed,410,14.5,0.078,0.2,15.32,31870,17.04,35450
OH,0,Cross-industry,cross-industry,1235,33-9099.00,"Protective Service Workers, All Other",detailed,1750,10.7,0.337,0.47,21.87,45480,18.89,39290
OH,0,Cross-industry,cross-industry,1235,35-0000.00,Food Preparation and Serving Related Occupations,major,429370,0.8,82.555,1.04,12.63,26280,10.96,22800
OH,0,Cross-industry,cross-industry,1235,35-1011.00,Chefs and Head Cooks,detailed,2230,10.2,0.429,0.47,26.3,54700,24.28,50510
OH,0,Cross-industry,cross-industry,1235,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,detailed,41230,3.9,7.927,1.07,17.54,36480,15.65,32550
OH,0,Cross-industry,cross-industry,1235,35-2011.00,"Cooks, Fast Food",detailed,28270,13.3,5.436,1,11.06,23010,10.76,22380
OH,0,Cross-industry,cross-industry,1235,35-2012.00,"Cooks, Institution and Cafeteria",detailed,23470,2.9,4.513,1.62,14.52,30190,14.23,29610
OH,0,Cross-industry,cross-industry,1235,35-2013.00,"Cooks, Private Household",detailed,30,47.2,0.006,2.05,12.72,26470,11.86,24670
OH,0,Cross-industry,cross-industry,1235,35-2014.00,"Cooks, Restaurant",detailed,47910,5.3,9.211,1.09,13.69,28470,13.87,28850
OH,0,Cross-industry,cross-industry,1235,35-2015.00,"Cooks, Short Order",detailed,6570,23.7,1.264,1.43,12.41,25820,12.14,25260
OH,0,Cross-industry,cross-industry,1235,35-2019.00,"Cooks, All Other",detailed,140,22.1,0.027,0.21,14.69,30550,14.54,30240
OH,0,Cross-industry,cross-industry,1235,35-2021.00,Food Preparation Workers,detailed,21410,10,4.116,0.74,12.64,26300,11.69,24320
OH,0,Cross-industry,cross-industry,1235,35-3011.00,Bartenders,detailed,22170,7.1,4.262,1.24,12.62,26250,10.21,21230
OH,0,Cross-industry,cross-industry,1235,35-3023.00,Fast Food and Counter Workers,detailed,119790,4.9,23.031,1.05,11.24,23380,10.7,22260
OH,0,Cross-industry,cross-industry,1235,35-3031.00,Waiters and Waitresses,detailed,64740,3.9,12.448,0.97,11.45,23810,9.87,20530
OH,0,Cross-industry,cross-industry,1235,35-3041.00,"Food Servers, Nonrestaurant",detailed,14540,5.8,2.796,1.62,13.03,27110,12.07,25100
OH,0,Cross-industry,cross-industry,1235,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,8780,11.9,1.688,0.71,11.63,24190,11.18,23260
OH,0,Cross-industry,cross-industry,1235,35-9021.00,Dishwashers,detailed,12230,8.7,2.351,0.88,11.55,24030,10.86,22580
OH,0,Cross-industry,cross-industry,1235,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,11680,11.2,2.245,0.97,11.19,23270,10.59,22030
OH,0,Cross-industry,cross-industry,1235,35-9099.00,"Food Preparation and Serving Related Workers, All Other",detailed,4180,45.4,0.803,1.36,11.57,24070,10.72,22290
OH,0,Cross-industry,cross-industry,1235,37-0000.00,Building and Grounds Cleaning and Maintenance Occupations,major,141740,0.9,27.253,0.93,15.49,32230,14.26,29670
OH,0,Cross-industry,cross-industry,1235,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,4920,5.7,0.946,0.87,22.23,46250,19.46,40480
OH,0,Cross-industry,cross-industry,1235,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,3590,10,0.69,0.84,24.06,50040,23.05,47940
OH,0,Cross-industry,cross-industry,1235,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,71480,1.4,13.743,0.95,14.95,31100,14.06,29250
OH,0,Cross-industry,cross-industry,1235,37-2012.00,Maids and Housekeeping Cleaners,detailed,22530,3.5,4.331,0.84,12.59,26190,11.8,24550
OH,0,Cross-industry,cross-industry,1235,37-2019.00,"Building Cleaning Workers, All Other",detailed,..,..,..,..,13.14,27340,10.77,22400
OH,0,Cross-industry,cross-industry,1235,37-2021.00,Pest Control Workers,detailed,1860,3.1,0.358,0.59,22.53,46850,18.5,38490
OH,0,Cross-industry,cross-industry,1235,37-3011.00,Landscaping and Groundskeeping Workers,detailed,35990,2.5,6.92,1.09,16.07,33430,14.58,30330
OH,0,Cross-industry,cross-industry,1235,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,540,37.7,0.104,0.57,22.94,47720,19.6,40770
OH,0,Cross-industry,cross-industry,1235,37-3013.00,Tree Trimmers and Pruners,detailed,400,34.3,0.077,0.26,19.83,41250,18.79,39070
OH,0,Cross-industry,cross-industry,1235,37-3019.00,"Grounds Maintenance Workers, All Other",detailed,..,..,..,..,18.35,38180,14.72,30620
OH,0,Cross-industry,cross-industry,1235,39-0000.00,Personal Care and Service Occupations,major,84510,1.8,16.25,0.89,14.51,30190,11.88,24710
OH,0,Cross-industry,cross-industry,1235,39-1013.00,First-Line Supervisors of Gambling Services Workers,detailed,190,23.6,0.036,0.26,27.13,56430,24.27,50480
OH,0,Cross-industry,cross-industry,1235,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,2310,6.2,0.445,0.94,20.15,41900,17.72,36860
OH,0,Cross-industry,cross-industry,1235,39-1022.00,First-Line Supervisors of Personal Service Workers,detailed,2650,8.6,0.509,0.71,20.2,42010,18.29,38050
OH,0,Cross-industry,cross-industry,1235,39-2011.00,Animal Trainers,detailed,530,16.4,0.101,0.9,18.5,38480,14.24,29630
OH,0,Cross-industry,cross-industry,1235,39-2021.00,Animal Caretakers,detailed,8170,3.4,1.572,0.98,12.9,26840,11.01,22890
OH,0,Cross-industry,cross-industry,1235,39-3011.00,Gambling Dealers,detailed,690,22.7,0.132,0.29,9.37,19490,9.31,19370
OH,0,Cross-industry,cross-industry,1235,39-3012.00,Gambling and Sports Book Writers and Runners,detailed,70,45.3,0.013,0.25,13.63,28350,10.25,21320
OH,0,Cross-industry,cross-industry,1235,39-3021.00,Motion Picture Projectionists,detailed,..,..,..,..,11.47,23860,11.33,23570
OH,0,Cross-industry,cross-industry,1235,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",detailed,1710,21.8,0.328,0.84,11.66,24260,10.99,22860
OH,0,Cross-industry,cross-industry,1235,39-3091.00,Amusement and Recreation Attendants,detailed,10470,4.9,2.014,1.08,11.04,22970,10.38,21590
OH,0,Cross-industry,cross-industry,1235,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,250,19.5,0.049,0.71,13.54,28160,13.71,28530
OH,0,Cross-industry,cross-industry,1235,39-4011.00,Embalmers,detailed,170,25.1,0.032,1.11,24.26,50450,22.26,46310
OH,0,Cross-industry,cross-industry,1235,39-4012.00,Crematory Operators,detailed,110,36.5,0.021,1.45,17.76,36950,17.56,36520
OH,0,Cross-industry,cross-industry,1235,39-4021.00,Funeral Attendants,detailed,1510,9,0.29,1.26,14.68,30540,14.08,29290
OH,0,Cross-industry,cross-industry,1235,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",detailed,1540,8.1,0.296,1.69,29.77,61920,29.44,61240
OH,0,Cross-industry,cross-industry,1235,39-5011.00,Barbers,detailed,..,..,..,..,19.36,40260,21.85,45460
OH,0,Cross-industry,cross-industry,1235,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",detailed,14210,5,2.732,1.35,15.26,31750,13.69,28480
OH,0,Cross-industry,cross-industry,1235,39-5092.00,Manicurists and Pedicurists,detailed,3230,12.1,0.622,0.73,13.27,27610,11.04,22970
OH,0,Cross-industry,cross-industry,1235,39-5093.00,Shampooers,detailed,170,46,0.032,0.47,11.76,24470,10.61,22070
OH,0,Cross-industry,cross-industry,1235,39-5094.00,Skincare Specialists,detailed,1300,19.1,0.25,0.7,19.56,40690,18.05,37540
OH,0,Cross-industry,cross-industry,1235,39-6011.00,Baggage Porters and Bellhops,detailed,110,17.4,0.021,0.14,13.3,27660,13.73,28560
OH,0,Cross-industry,cross-industry,1235,39-6012.00,Concierges,detailed,570,17.3,0.109,0.46,15.03,31260,14.08,29280
OH,0,Cross-industry,cross-industry,1235,39-7010.00,Tour and Travel Guides,detailed,520,23.6,0.101,0.46,15.52,32280,13.81,28720
OH,0,Cross-industry,cross-industry,1235,39-9011.00,Childcare Workers,detailed,12840,7.5,2.469,0.79,12.52,26040,11.17,23230
OH,0,Cross-industry,cross-industry,1235,39-9031.00,Exercise Trainers and Group Fitness Instructors,detailed,7280,8.3,1.399,0.89,16.51,34340,14.39,29940
OH,0,Cross-industry,cross-industry,1235,39-9032.00,Recreation Workers,detailed,9840,2.8,1.892,1.01,13.68,28450,11.91,24770
OH,0,Cross-industry,cross-industry,1235,39-9041.00,Residential Advisors,detailed,2870,7,0.551,0.84,16.45,34210,14.64,30460
OH,0,Cross-industry,cross-industry,1235,39-9099.00,"Personal Care and Service Workers, All Other",detailed,670,44.8,0.129,0.25,13.5,28080,13.63,28350
OH,0,Cross-industry,cross-industry,1235,41-0000.00,Sales and Related Occupations,major,457930,0.8,88.046,0.94,20.84,43340,14.2,29540
OH,0,Cross-industry,cross-industry,1235,41-1011.00,First-Line Supervisors of Retail Sales Workers,detailed,38760,1.9,7.453,0.92,21.8,45350,18.23,37910
OH,0,Cross-industry,cross-industry,1235,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,detailed,9060,3.7,1.742,1.01,43.12,89680,37.96,78970
OH,0,Cross-industry,cross-industry,1235,41-2011.00,Cashiers,detailed,117320,2.2,22.557,0.96,11.65,24240,10.96,22790
OH,0,Cross-industry,cross-industry,1235,41-2012.00,Gambling Change Persons and Booth Cashiers,detailed,180,28.3,0.035,0.29,11.45,23820,10.02,20850
OH,0,Cross-industry,cross-industry,1235,41-2021.00,Counter and Rental Clerks,detailed,10160,5.4,1.953,0.74,15.77,32800,14.23,29600
OH,0,Cross-industry,cross-industry,1235,41-2022.00,Parts Salespersons,detailed,9390,4.5,1.805,0.96,16.64,34620,14.41,29970
OH,0,Cross-industry,cross-industry,1235,41-2031.00,Retail Salespersons,detailed,120670,1.4,23.201,0.89,14.45,30060,12.99,27020
OH,0,Cross-industry,cross-industry,1235,41-3011.00,Advertising Sales Agents,detailed,3320,6.8,0.639,0.93,27.82,57860,23.04,47920
OH,0,Cross-industry,cross-industry,1235,41-3021.00,Insurance Sales Agents,detailed,13070,5.5,2.513,0.84,33.3,69260,28.43,59140
OH,0,Cross-industry,cross-industry,1235,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",detailed,10890,5.4,2.093,0.69,37.08,77130,29.51,61380
OH,0,Cross-industry,cross-industry,1235,41-3041.00,Travel Agents,detailed,870,7.9,0.167,0.63,19.07,39670,18.03,37500
OH,0,Cross-industry,cross-industry,1235,41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,32310,2.8,6.212,0.85,30.57,63580,25.14,52290
OH,0,Cross-industry,cross-industry,1235,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,4370,12.7,0.84,0.44,54.66,113690,49.71,103390
OH,0,Cross-industry,cross-industry,1235,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,65060,1.9,12.509,1.42,34.77,72320,29.71,61790
OH,0,Cross-industry,cross-industry,1235,41-9011.00,Demonstrators and Product Promoters,detailed,900,14.5,0.174,0.6,17.76,36950,14.58,30320
OH,0,Cross-industry,cross-industry,1235,41-9012.00,Models,detailed,80,39.4,0.015,1.05,23.97,49850,21.95,45660
OH,0,Cross-industry,cross-industry,1235,41-9021.00,Real Estate Brokers,detailed,510,28.8,0.099,0.29,29.71,61790,23.25,48360
OH,0,Cross-industry,cross-industry,1235,41-9022.00,Real Estate Sales Agents,detailed,4850,8.1,0.933,0.75,22.39,46560,17.76,36940
OH,0,Cross-industry,cross-industry,1235,41-9031.00,Sales Engineers,detailed,1710,13.4,0.329,0.78,53.35,110960,47.91,99650
OH,0,Cross-industry,cross-industry,1235,41-9041.00,Telemarketers,detailed,8150,6.5,1.567,1.92,13.59,28280,13.53,28150
OH,0,Cross-industry,cross-industry,1235,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,470,11.1,0.09,1.61,13.4,27870,11.13,23150
OH,0,Cross-industry,cross-industry,1235,41-9099.00,"Sales and Related Workers, All Other",detailed,5820,4.6,1.119,0.67,15.24,31700,13.73,28560
OH,0,Cross-industry,cross-industry,1235,43-0000.00,Office and Administrative Support Occupations,major,674570,0.5,129.699,1,19.93,41460,18.13,37700
OH,0,Cross-industry,cross-industry,1235,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,detailed,46530,1.2,8.947,0.87,29.06,60440,28.91,60130
OH,0,Cross-industry,cross-industry,1235,43-2011.00,"Switchboard Operators, Including Answering Service",detailed,1110,10.2,0.213,0.62,15.71,32690,15.02,31240
OH,0,Cross-industry,cross-industry,1235,43-2021.00,Telephone Operators,detailed,220,12.7,0.041,1.51,14.4,29950,14.24,29610
OH,0,Cross-industry,cross-industry,1235,43-2099.00,"Communications Equipment Operators, All Other",detailed,70,0,0.013,1.36,22.32,46430,22.66,47130
OH,0,Cross-industry,cross-industry,1235,43-3011.00,Bill and Account Collectors,detailed,8150,4.7,1.568,1.04,18.66,38820,17.87,37170
OH,0,Cross-industry,cross-industry,1235,43-3021.00,Billing and Posting Clerks,detailed,18090,3.1,3.479,1.14,19,39520,18.12,37690
OH,0,Cross-industry,cross-industry,1235,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",detailed,61510,1.4,11.827,1.1,20.33,42280,18.76,39020
OH,0,Cross-industry,cross-industry,1235,43-3041.00,Gambling Cage Workers,detailed,390,26.1,0.075,0.95,13.17,27390,13.86,28820
OH,0,Cross-industry,cross-industry,1235,43-3051.00,Payroll and Timekeeping Clerks,detailed,5070,7.5,0.975,0.92,21.31,44320,22.45,46690
OH,0,Cross-industry,cross-industry,1235,43-3061.00,Procurement Clerks,detailed,1910,6.7,0.367,0.83,20.2,42010,18.45,38370
OH,0,Cross-industry,cross-industry,1235,43-3071.00,Tellers,detailed,14650,3,2.818,1.09,15.9,33060,14.53,30220
OH,0,Cross-industry,cross-industry,1235,43-3099.00,"Financial Clerks, All Other",detailed,2010,7.9,0.387,1.8,22.79,47400,22.78,47390
OH,0,Cross-industry,cross-industry,1235,43-4011.00,Brokerage Clerks,detailed,1570,16.4,0.302,1.06,24.61,51190,22.97,47790
OH,0,Cross-industry,cross-industry,1235,43-4021.00,Correspondence Clerks,detailed,520,40.7,0.1,2,18.1,37650,18.13,37720
OH,0,Cross-industry,cross-industry,1235,43-4031.00,"Court, Municipal, and License Clerks",detailed,9400,1.9,1.808,1.7,20.01,41620,18.29,38050
OH,0,Cross-industry,cross-industry,1235,43-4041.00,"Credit Authorizers, Checkers, and Clerks",detailed,560,9.4,0.108,0.9,22.53,46870,22.55,46910
OH,0,Cross-industry,cross-industry,1235,43-4051.00,Customer Service Representatives,detailed,115180,1.6,22.145,1.12,18.83,39170,17.89,37220
OH,0,Cross-industry,cross-industry,1235,43-4061.00,"Eligibility Interviewers, Government Programs",detailed,4490,3.1,0.864,0.8,22.37,46520,22.4,46590
OH,0,Cross-industry,cross-industry,1235,43-4071.00,File Clerks,detailed,2680,7,0.515,0.85,17.81,37040,17.74,36890
OH,0,Cross-industry,cross-industry,1235,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",detailed,5430,4.6,1.044,0.67,12.19,25350,11.3,23490
OH,0,Cross-industry,cross-industry,1235,43-4111.00,"Interviewers, Except Eligibility and Loan",detailed,7520,4.7,1.445,1.2,17.47,36340,17.74,36890
OH,0,Cross-industry,cross-industry,1235,43-4121.00,"Library Assistants, Clerical",detailed,3640,15,0.7,1.26,13.32,27700,11.52,23970
OH,0,Cross-industry,cross-industry,1235,43-4131.00,Loan Interviewers and Clerks,detailed,9030,5.8,1.736,1.02,21.3,44300,20.05,41690
OH,0,Cross-industry,cross-industry,1235,43-4141.00,New Accounts Clerks,detailed,1690,19.9,0.325,1.13,20.6,42850,22.04,45850
OH,0,Cross-industry,cross-industry,1235,43-4151.00,Order Clerks,detailed,3450,8.1,0.663,0.7,19.17,39870,18.01,37450
OH,0,Cross-industry,cross-industry,1235,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,3530,10.7,0.679,0.93,20.46,42550,18.57,38630
OH,0,Cross-industry,cross-industry,1235,43-4171.00,Receptionists and Information Clerks,detailed,37430,3,7.196,1.03,14.87,30940,14.08,29280
OH,0,Cross-industry,cross-industry,1235,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,1470,5.4,0.282,0.39,22.2,46180,18.29,38050
OH,0,Cross-industry,cross-industry,1235,43-4199.00,"Information and Record Clerks, All Other",detailed,2790,3.5,0.536,0.49,21.09,43870,21.61,44950
OH,0,Cross-industry,cross-industry,1235,43-5011.00,Cargo and Freight Agents,detailed,2460,8.5,0.472,0.78,20.43,42500,18.01,37470
OH,0,Cross-industry,cross-industry,1235,43-5021.00,Couriers and Messengers,detailed,1900,11.2,0.365,0.75,15.58,32410,14.33,29800
OH,0,Cross-industry,cross-industry,1235,43-5031.00,Public Safety Telecommunicators,detailed,4760,3.5,0.914,1.33,22.9,47620,22.8,47410
OH,0,Cross-industry,cross-industry,1235,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",detailed,7700,5.6,1.48,1.07,20.89,43460,18.78,39060
OH,0,Cross-industry,cross-industry,1235,43-5041.00,"Meter Readers, Utilities",detailed,810,8.2,0.155,0.91,24.31,50570,23.53,48950
OH,0,Cross-industry,cross-industry,1235,43-5051.00,Postal Service Clerks,detailed,2680,0,0.514,0.91,25.47,52980,25.14,52290
OH,0,Cross-industry,cross-industry,1235,43-5052.00,Postal Service Mail Carriers,detailed,12850,0,2.47,1.04,26.18,54450,25.21,52440
OH,0,Cross-industry,cross-industry,1235,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,4190,0,0.806,1.01,24.11,50140,22.56,46920
OH,0,Cross-industry,cross-industry,1235,43-5061.00,"Production, Planning, and Expediting Clerks",detailed,16670,2.4,3.205,1.23,24.67,51320,23.1,48040
OH,0,Cross-industry,cross-industry,1235,43-5071.00,"Shipping, Receiving, and Inventory Clerks",detailed,39160,2.2,7.529,1.33,18.21,37870,17.74,36890
OH,0,Cross-industry,cross-industry,1235,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,2490,6.8,0.478,1.23,18.87,39260,18.08,37600
OH,0,Cross-industry,cross-industry,1235,43-6011.00,Executive Secretaries and Executive Administrative Assistants,detailed,11110,2.9,2.135,0.64,29.75,61880,29.34,61030
OH,0,Cross-industry,cross-industry,1235,43-6012.00,Legal Secretaries and Administrative Assistants,detailed,4510,8.7,0.867,0.79,21.37,44450,21.21,44110
OH,0,Cross-industry,cross-industry,1235,43-6013.00,Medical Secretaries and Administrative Assistants,detailed,24630,2.8,4.736,1.02,17.35,36080,17.68,36770
OH,0,Cross-industry,cross-industry,1235,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,57900,1.7,11.132,0.86,18.62,38740,17.94,37320
OH,0,Cross-industry,cross-industry,1235,43-9021.00,Data Entry Keyers,detailed,5680,6.9,1.093,1.05,17.03,35410,17.47,36330
OH,0,Cross-industry,cross-industry,1235,43-9022.00,Word Processors and Typists,detailed,610,10.5,0.117,0.39,20.41,42460,20.91,43490
OH,0,Cross-industry,cross-industry,1235,43-9031.00,Desktop Publishers,detailed,60,21.3,0.011,0.2,25.91,53900,23.71,49310
OH,0,Cross-industry,cross-industry,1235,43-9041.00,Insurance Claims and Policy Processing Clerks,detailed,10300,4.2,1.981,1.28,21.63,44990,21.81,45350
OH,0,Cross-industry,cross-industry,1235,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,3050,8.5,0.586,1.19,15.35,31930,14.22,29580
OH,0,Cross-industry,cross-industry,1235,43-9061.00,"Office Clerks, General",detailed,86800,1.6,16.689,0.91,18.74,38980,17.85,37130
OH,0,Cross-industry,cross-industry,1235,43-9071.00,"Office Machine Operators, Except Computer",detailed,1320,15,0.254,1.09,18.21,37890,17.94,37320
OH,0,Cross-industry,cross-industry,1235,43-9081.00,Proofreaders and Copy Markers,detailed,160,38.3,0.03,0.8,19.56,40690,18.36,38180
OH,0,Cross-industry,cross-industry,1235,43-9111.00,Statistical Assistants,detailed,140,9.2,0.028,0.63,28.7,59690,28.89,60090
OH,0,Cross-industry,cross-industry,1235,43-9199.00,"Office and Administrative Support Workers, All Other",detailed,2560,5.5,0.492,0.47,20.48,42590,21.55,44820
OH,0,Cross-industry,cross-industry,1235,45-0000.00,"Farming, Fishing, and Forestry Occupations",major,5000,9,0.961,0.3,17.52,36440,15.06,31320
OH,0,Cross-industry,cross-industry,1235,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,260,12.1,0.05,0.27,27.74,57710,28.56,59400
OH,0,Cross-industry,cross-industry,1235,45-2011.00,Agricultural Inspectors,detailed,190,2.1,0.037,0.38,28.01,58260,29.34,61020
OH,0,Cross-industry,cross-industry,1235,45-2041.00,"Graders and Sorters, Agricultural Products",detailed,100,36.6,0.018,0.1,15.32,31860,14.25,29640
OH,0,Cross-industry,cross-industry,1235,45-2091.00,Agricultural Equipment Operators,detailed,580,20.1,0.111,0.6,20.64,42920,21.85,45440
OH,0,Cross-industry,cross-industry,1235,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,2240,17.2,0.432,0.22,15.63,32520,14.52,30210
OH,0,Cross-industry,cross-industry,1235,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,940,18.8,0.18,0.74,14.73,30640,14.07,29270
OH,0,Cross-industry,cross-industry,1235,45-2099.00,"Agricultural Workers, All Other",detailed,80,34.1,0.015,0.35,14.16,29460,10.71,22290
OH,0,Cross-industry,cross-industry,1235,45-4021.00,Fallers,detailed,130,26.8,0.025,0.85,22.67,47160,22.08,45930
OH,0,Cross-industry,cross-industry,1235,45-4022.00,Logging Equipment Operators,detailed,280,33.1,0.053,0.29,19.66,40900,19.46,40470
OH,0,Cross-industry,cross-industry,1235,45-4023.00,Log Graders and Scalers,detailed,80,30.3,0.016,0.69,18.51,38510,17.48,36360
OH,0,Cross-industry,cross-industry,1235,45-4029.00,"Logging Workers, All Other",detailed,100,18.8,0.019,0.87,12.82,26660,11.3,23500
OH,0,Cross-industry,cross-industry,1235,47-0000.00,Construction and Extraction Occupations,major,171950,1,33.061,0.8,26.36,54830,23.53,48950
OH,0,Cross-industry,cross-industry,1235,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,16160,3.3,3.107,0.66,33.45,69570,30.4,63230
OH,0,Cross-industry,cross-industry,1235,47-2011.00,Boilermakers,detailed,850,15.9,0.164,1.79,36.94,76840,38.8,80700
OH,0,Cross-industry,cross-industry,1235,47-2021.00,Brickmasons and Blockmasons,detailed,2620,7.2,0.503,1.27,28.9,60110,29.39,61130
